Call Number,Unit ID,Incident Number,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID
160012684,RS2,16000408,01/01/2016,01/01/2016,01/01/2016 04:26:12 PM,01/01/2016 04:27:41 PM,01/01/2016 04:30:50 PM,01/01/2016 04:32:37 PM,,,,Fire,01/01/2016 04:36:40 PM,5700 Block of MISSION ST,San Francisco,94112,B09,33,6212,3,3,3,false,Alarm,1,RESCUE SQUAD,20,9,11,Outer Mission,160012684-RS2
160011543,AM02,16000274,01/01/2016,01/01/2016,01/01/2016 09:44:55 AM,01/01/2016 09:53:43 AM,01/01/2016 09:54:33 AM,01/01/2016 09:55:29 AM,01/01/2016 10:00:22 AM,,,Medical Examiner,01/01/2016 11:23:32 AM,600 Block of 7TH AVE,San Francisco,94118,B07,31,7132,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,7,1,Inner Richmond,160011543-AM02
160010472,E03,16000094,01/01/2016,12/31/2015,01/01/2016 01:40:33 AM,01/01/2016 01:43:04 AM,01/01/2016 01:56:36 AM,01/01/2016 01:57:11 AM,01/01/2016 02:14:07 AM,,,Code 2 Transport,01/01/2016 02:16:18 AM,1800 Block of MISSION ST,San Francisco,94103,B02,36,5215,2,2,2,true,Non Life-threatening,1,ENGINE,2,2,9,Mission,160010472-E03
160013815,70,16000532,01/01/2016,01/01/2016,01/01/2016 10:29:57 PM,01/01/2016 10:31:24 PM,01/01/2016 10:31:42 PM,01/01/2016 10:31:51 PM,01/01/2016 10:39:12 PM,01/01/2016 11:10:42 PM,01/01/2016 11:18:38 PM,Code 2 Transport,01/02/2016 12:01:37 AM,900 Block of HOWARD ST,San Francisco,94103,B03,01,2252,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,160013815-70
160011743,74,16000308,01/01/2016,01/01/2016,01/01/2016 11:23:29 AM,01/01/2016 11:24:27 AM,01/01/2016 11:24:52 AM,01/01/2016 11:25:32 AM,01/01/2016 11:41:28 AM,01/01/2016 11:48:00 AM,01/01/2016 12:12:43 PM,Code 2 Transport,01/01/2016 01:25:26 PM,0 Block of MARKET ST,San Francisco,94105,B03,13,2115,2,2,2,true,Non Life-threatening,1,MEDIC,2,3,6,Financial District/South Beach,160011743-74
160012376,E29,16000370,01/01/2016,01/01/2016,01/01/2016 02:53:25 PM,01/01/2016 02:55:51 PM,01/01/2016 02:56:10 PM,01/01/2016 02:57:07 PM,01/01/2016 02:58:56 PM,,,Fire,01/01/2016 03:02:54 PM,7TH ST/KING ST,San Francisco,94107,B03,29,2275,3,3,3,true,Fire,1,ENGINE,1,3,10,Mission Bay,160012376-E29
160011168,53,16000212,01/01/2016,12/31/2015,01/01/2016 06:15:53 AM,01/01/2016 06:17:28 AM,01/01/2016 06:18:11 AM,01/01/2016 06:18:33 AM,01/01/2016 06:28:58 AM,01/01/2016 06:46:25 AM,01/01/2016 07:07:00 AM,Code 2 Transport,01/01/2016 07:45:09 AM,0 Block of BROOKDALE AVE,San Francisco,94134,B09,43,6243,2,2,2,true,Non Life-threatening,1,MEDIC,2,9,10,Visitacion Valley,160011168-53
160010712,E31,16000143,01/01/2016,12/31/2015,01/01/2016 02:42:19 AM,01/01/2016 02:42:43 AM,01/01/2016 02:43:34 AM,01/01/2016 02:44:33 AM,01/01/2016 02:44:33 AM,,,Fire,01/01/2016 02:54:49 AM,500 Block of 28TH AVE,San Francisco,94121,B07,14,7226,3,3,3,false,Alarm,1,ENGINE,1,7,1,Outer Richmond,160010712-E31
160013627,85,16000508,01/01/2016,01/01/2016,01/01/2016 09:28:25 PM,01/01/2016 09:29:45 PM,01/01/2016 09:41:43 PM,01/01/2016 09:41:54 PM,01/01/2016 09:49:38 PM,01/01/2016 10:07:41 PM,01/01/2016 10:24:12 PM,Code 2 Transport,01/01/2016 11:05:26 PM,400 Block of ANDOVER ST,San Francisco,94110,B06,32,5741,2,2,2,true,Non Life-threatening,1,MEDIC,2,6,9,Bernal Heights,160013627-85
160013356,65,16000472,01/01/2016,01/01/2016,01/01/2016 07:45:48 PM,01/01/2016 07:46:43 PM,01/01/2016 07:46:51 PM,01/01/2016 07:46:58 PM,01/01/2016 08:11:46 PM,,,Patient Declined Transport,01/01/2016 08:25:34 PM,3100 Block of 24TH ST,San Francisco,94110,B06,07,5526,2,2,2,true,Non Life-threatening,1,MEDIC,3,6,9,Mission,160013356-65
160013113,AM08,16000454,01/01/2016,01/01/2016,01/01/2016 06:32:57 PM,01/01/2016 06:36:50 PM,01/01/2016 06:37:44 PM,01/01/2016 06:38:12 PM,01/01/2016 06:51:33 PM,,,Patient Declined Transport,01/01/2016 07:11:31 PM,500 Block of 5TH ST,San Francisco,94107,B03,08,2242,2,2,2,false,Non Life-threatening,1,PRIVATE,1,3,6,South of Market,160013113-AM08
160010157,B03,16000023,01/01/2016,12/31/2015,01/01/2016 12:35:02 AM,01/01/2016 12:36:27 AM,01/01/2016 12:36:34 AM,01/01/2016 12:38:31 AM,01/01/2016 12:42:17 AM,,,Fire,01/01/2016 12:53:22 AM,100 Block of 2ND ST,San Francisco,94105,B03,01,2146,3,3,3,false,Alarm,1,CHIEF,3,3,6,Financial District/South Beach,160010157-B03
160010543,AM20,16000109,01/01/2016,12/31/2015,01/01/2016 02:04:08 AM,01/01/2016 02:04:08 AM,01/01/2016 02:04:26 AM,,,,,Code 2 Transport,01/01/2016 02:05:40 AM,100 Block of TAYLOR ST,San Francisco,94102,B03,01,1453,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,4,3,6,Tenderloin,160010543-AM20
160012684,T13,16000408,01/01/2016,01/01/2016,01/01/2016 04:26:12 PM,01/01/2016 04:27:41 PM,01/01/2016 04:28:10 PM,01/01/2016 04:29:01 PM,,,,Fire,01/01/2016 04:29:55 PM,5700 Block of MISSION ST,San Francisco,94112,B09,33,6212,3,3,3,false,Alarm,1,TRUCK,15,9,11,Outer Mission,160012684-T13
160010250,E02,16000044,01/01/2016,12/31/2015,01/01/2016 12:54:01 AM,01/01/2016 12:54:51 AM,01/01/2016 01:03:34 AM,01/01/2016 01:04:05 AM,01/01/2016 01:05:47 AM,,,Code 2 Transport,01/01/2016 01:19:04 AM,TAYLOR ST/BEACH ST,San Francisco,94133,B01,28,1433,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,1,3,North Beach,160010250-E02
160014033,85,16000555,01/01/2016,01/01/2016,01/01/2016 11:50:23 PM,01/01/2016 11:54:15 PM,01/01/2016 11:54:45 PM,01/01/2016 11:54:57 PM,01/01/2016 11:59:41 PM,01/02/2016 12:20:23 AM,01/02/2016 12:31:53 AM,Code 2 Transport,01/02/2016 01:04:10 AM,5000 Block of MISSION ST,San Francisco,94112,B09,43,6175,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,11,Outer Mission,160014033-85
160012467,85,16000380,01/01/2016,01/01/2016,01/01/2016 03:22:00 PM,01/01/2016 03:23:29 PM,01/01/2016 03:24:00 PM,01/01/2016 03:24:07 PM,01/01/2016 03:33:18 PM,,,Patient Declined Transport,01/01/2016 04:29:13 PM,700 Block of OFARRELL ST,San Francisco,94109,B04,03,1642,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,160012467-85
160010435,PT100,16000085,01/01/2016,12/31/2015,01/01/2016 01:35:33 AM,01/01/2016 01:36:32 AM,01/01/2016 01:39:25 AM,01/01/2016 01:47:45 AM,01/01/2016 01:53:13 AM,01/01/2016 02:05:59 AM,01/01/2016 02:09:48 AM,Code 2 Transport,01/01/2016 02:29:38 AM,1300 Block of VAN NESS AVE,San Francisco,94109,B04,03,3156,2,2,2,false,Non Life-threatening,1,PRIVATE,2,4,3,Nob Hill,160010435-PT100
160013006,76,16000444,01/01/2016,01/01/2016,01/01/2016 06:07:26 PM,01/01/2016 06:09:23 PM,01/01/2016 06:10:04 PM,01/01/2016 06:10:14 PM,01/01/2016 06:13:41 PM,01/01/2016 06:39:03 PM,01/01/2016 06:45:23 PM,Code 2 Transport,01/01/2016 06:57:54 PM,700 Block of EDDY ST,San Francisco,94109,B02,03,3163,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,160013006-76
160012362,RC1,16000369,01/01/2016,01/01/2016,01/01/2016 02:51:18 PM,01/01/2016 02:51:24 PM,01/01/2016 02:54:16 PM,01/01/2016 02:55:59 PM,,,,Fire,01/01/2016 02:57:18 PM,1400 Block of NOE ST,San Francisco,94131,B06,11,5561,3,3,3,true,Fire,1,RESCUE CAPTAIN,14,6,8,Noe Valley,160012362-RC1
160012214,E14,16000352,01/01/2016,01/01/2016,01/01/2016 02:07:34 PM,01/01/2016 02:08:17 PM,01/01/2016 02:08:39 PM,01/01/2016 02:09:34 PM,01/01/2016 02:10:56 PM,,,Code 2 Transport,01/01/2016 02:23:44 PM,800 Block of 26TH AVE,San Francisco,94121,B07,14,7223,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,7,1,Outer Richmond,160012214-E14
160011500,E12,16000266,01/01/2016,01/01/2016,01/01/2016 09:36:03 AM,01/01/2016 09:36:03 AM,01/01/2016 09:36:32 AM,01/01/2016 09:37:35 AM,01/01/2016 09:40:29 AM,,,Code 2 Transport,01/01/2016 09:40:50 AM,MASONIC AV/HAIGHT ST,San Francisco,94117,B05,21,4466,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,5,5,Haight Ashbury,160011500-E12
160013356,E07,16000472,01/01/2016,01/01/2016,01/01/2016 07:45:48 PM,01/01/2016 07:46:43 PM,01/01/2016 07:46:51 PM,01/01/2016 07:47:29 PM,01/01/2016 07:49:50 PM,,,Patient Declined Transport,01/01/2016 08:00:38 PM,3100 Block of 24TH ST,San Francisco,94110,B06,07,5526,2,2,2,true,Non Life-threatening,1,ENGINE,1,6,9,Mission,160013356-E07
160011347,T13,16000242,01/01/2016,01/01/2016,01/01/2016 08:20:46 AM,01/01/2016 08:20:46 AM,01/01/2016 08:21:03 AM,01/01/2016 08:22:26 AM,,,,Fire,01/01/2016 08:25:17 AM,STOCKTON ST/SUTTER ST,San Francisco,94108,B01,01,1324,3,3,3,false,Alarm,1,TRUCK,2,1,3,Financial District/South Beach,160011347-T13
160010280,E40,16000048,01/01/2016,12/31/2015,01/01/2016 12:59:38 AM,01/01/2016 01:01:13 AM,01/01/2016 01:02:42 AM,01/01/2016 01:05:28 AM,01/01/2016 01:07:16 AM,,,Code 2 Transport,01/01/2016 01:42:36 AM,2100 Block of 17TH AVE,San Francisco,94116,B08,40,7375,2,2,2,false,Potentially Life-Threatening,1,ENGINE,1,8,7,West of Twin Peaks,160010280-E40
160010499,B04,16000099,01/01/2016,12/31/2015,01/01/2016 01:49:41 AM,01/01/2016 01:50:58 AM,01/01/2016 01:51:03 AM,01/01/2016 01:52:19 AM,01/01/2016 01:55:44 AM,,,Fire,01/01/2016 02:05:33 AM,2400 Block of VAN NESS AVE,San Francisco,94123,B04,16,3233,3,3,3,false,Alarm,1,CHIEF,1,4,2,Marina,160010499-B04
160010420,KM09,16000080,01/01/2016,12/31/2015,01/01/2016 01:32:16 AM,01/01/2016 01:33:10 AM,01/01/2016 01:38:53 AM,01/01/2016 01:38:53 AM,01/01/2016 02:02:59 AM,01/01/2016 02:03:01 AM,01/01/2016 02:17:19 AM,Code 2 Transport,01/01/2016 02:42:00 AM,0 Block of THE EMBARCADERO,San Francisco,94107,B99,35,0902,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,3,6,Financial District/South Beach,160010420-KM09
160011252,E16,16000227,01/01/2016,12/31/2015,01/01/2016 07:18:30 AM,01/01/2016 07:19:20 AM,01/01/2016 07:19:25 AM,01/01/2016 07:21:14 AM,01/01/2016 07:23:52 AM,,,Code 2 Transport,01/01/2016 07:31:42 AM,VAN NESS AV/NORTH POINT ST,San Francisco,94109,B04,28,3143,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,2,Russian Hill,160011252-E16
160012262,RB1,16000359,01/01/2016,01/01/2016,01/01/2016 02:18:59 PM,01/01/2016 02:20:17 PM,01/01/2016 02:23:36 PM,01/01/2016 02:23:36 PM,,,,Fire,01/01/2016 04:04:22 PM,600 Block of POINT LOBOS AVE,San Francisco,94121,B07,34,7314,3,3,3,false,Fire,1,SUPPORT,16,7,1,Outer Richmond,160012262-RB1
160010210,E37,16000034,01/01/2016,12/31/2015,01/01/2016 12:45:36 AM,01/01/2016 12:46:24 AM,01/01/2016 12:46:58 AM,01/01/2016 12:48:06 AM,01/01/2016 12:50:00 AM,,,Fire,01/01/2016 12:58:04 AM,500 Block of WISCONSIN ST,San Francisco,94107,B10,37,2521,3,3,3,false,Alarm,1,ENGINE,1,10,10,Potrero Hill,160010210-E37
160014001,79,16000552,01/01/2016,01/01/2016,01/01/2016 11:40:24 PM,01/01/2016 11:42:04 PM,01/01/2016 11:42:28 PM,01/01/2016 11:42:35 PM,01/01/2016 11:51:54 PM,,,Unable to Locate,01/01/2016 11:54:34 PM,16TH ST/VALENCIA ST,San Francisco,94103,B02,06,5235,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,8,Mission,160014001-79
160010815,E15,16000159,01/01/2016,12/31/2015,01/01/2016 03:03:09 AM,01/01/2016 03:10:43 AM,01/01/2016 03:11:31 AM,01/01/2016 03:13:48 AM,01/01/2016 03:18:17 AM,,,Code 2 Transport,01/01/2016 03:23:39 AM,200 Block of FARALLONES ST,San Francisco,94112,B09,33,8374,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,160010815-E15
160012910,E26,16000436,01/01/2016,01/01/2016,01/01/2016 05:33:02 PM,01/01/2016 05:34:44 PM,01/01/2016 05:34:58 PM,01/01/2016 05:36:25 PM,01/01/2016 05:38:24 PM,,,Fire,01/01/2016 05:46:45 PM,5200 Block of DIAMOND HEIGHTS BLVD,San Francisco,94131,B06,26,8163,3,3,3,true,Alarm,1,ENGINE,1,6,8,Noe Valley,160012910-E26
160012561,74,16000387,01/01/2016,01/01/2016,01/01/2016 03:51:01 PM,01/01/2016 03:51:01 PM,01/01/2016 03:51:49 PM,,,,,Code 2 Transport,01/01/2016 03:52:36 PM,1100 Block of FITZGERALD AVE,San Francisco,94124,B10,17,6615,2,3,3,true,Potentially Life-Threatening,1,MEDIC,3,10,10,Bayview Hunters Point,160012561-74
160010782,BS103,16000153,01/01/2016,12/31/2015,01/01/2016 03:00:15 AM,01/01/2016 03:00:15 AM,01/01/2016 03:00:54 AM,,,,,Patient Declined Transport,01/01/2016 03:01:58 AM,400 Block of POST ST,San Francisco,94102,B03,01,1362,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,3,1,3,Nob Hill,160010782-BS103
160010734,E10,16000145,01/01/2016,12/31/2015,01/01/2016 02:49:10 AM,01/01/2016 02:49:10 AM,01/01/2016 02:49:46 AM,01/01/2016 02:52:52 AM,01/01/2016 02:52:56 AM,,,Code 2 Transport,01/01/2016 03:08:08 AM,DIVISADERO ST/BUSH ST,San Francisco,94115,B04,10,4156,2,2,2,true,Non Life-threatening,1,ENGINE,2,4,2,Pacific Heights,160010734-E10
160010173,E14,16000027,01/01/2016,12/31/2015,01/01/2016 12:40:08 AM,01/01/2016 12:40:08 AM,01/01/2016 12:45:46 AM,01/01/2016 12:48:44 AM,,,,Code 2 Transport,01/01/2016 01:35:18 AM,4000 Block of NORIEGA ST,San Francisco,94122,B08,23,7725,2,2,2,true,Non Life-threatening,1,ENGINE,3,8,4,Sunset/Parkside,160010173-E14
160012884,KM01,16000434,01/01/2016,01/01/2016,01/01/2016 05:24:27 PM,01/01/2016 05:26:05 PM,01/01/2016 05:27:20 PM,01/01/2016 05:28:46 PM,01/01/2016 05:36:03 PM,01/01/2016 05:58:14 PM,01/01/2016 06:31:23 PM,Code 2 Transport,01/01/2016 06:59:33 PM,GREAT HY/SLOAT BL,San Francisco,94132,B08,23,7733,2,2,2,false,Non Life-threatening,1,PRIVATE,2,8,7,Lakeshore,160012884-KM01
160010424,RS1,16000081,01/01/2016,12/31/2015,01/01/2016 01:32:44 AM,01/01/2016 01:34:03 AM,01/01/2016 01:34:16 AM,01/01/2016 01:36:58 AM,,,,Patient Declined Transport,01/01/2016 01:38:04 AM,100 Block of FREMONT ST,San Francisco,94105,B03,35,2126,2,2,2,false,Potentially Life-Threatening,1,RESCUE SQUAD,2,3,6,Financial District/South Beach,160010424-RS1
160012466,E43,16000379,01/01/2016,01/01/2016,01/01/2016 03:20:46 PM,01/01/2016 03:22:18 PM,01/01/2016 03:23:32 PM,01/01/2016 03:25:03 PM,01/01/2016 03:28:33 PM,,,Code 2 Transport,01/01/2016 03:44:36 PM,1900 Block of GENEVA AVE,San Francisco,94134,B09,43,6246,2,2,2,true,Non Life-threatening,1,ENGINE,1,9,10,Visitacion Valley,160012466-E43
160010009,KM06,16000001,01/01/2016,12/31/2015,01/01/2016 12:00:43 AM,01/01/2016 12:02:42 AM,01/01/2016 12:03:26 AM,01/01/2016 12:05:22 AM,,,,Code 2 Transport,01/01/2016 12:15:00 AM,600 Block of LAGUNA ST,San Francisco,94102,B02,36,3413,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,2,2,5,Hayes Valley,160010009-KM06
160013434,E08,16000485,01/01/2016,01/01/2016,01/01/2016 08:19:22 PM,01/01/2016 08:19:22 PM,01/01/2016 08:21:05 PM,01/01/2016 08:22:24 PM,01/01/2016 08:23:54 PM,,,Code 2 Transport,01/01/2016 08:27:27 PM,500 Block of 5TH ST,San Francisco,94107,B03,08,2242,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,160013434-E08
160012285,65,16000360,01/01/2016,01/01/2016,01/01/2016 02:26:41 PM,01/01/2016 02:27:33 PM,01/01/2016 02:28:05 PM,01/01/2016 02:28:15 PM,01/01/2016 02:32:39 PM,,,No Merit,01/01/2016 02:38:33 PM,900 Block of GEARY ST,San Francisco,94109,B04,03,3116,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,6,Tenderloin,160012285-65
160013238,RC1,16000465,01/01/2016,01/01/2016,01/01/2016 07:09:26 PM,01/01/2016 07:09:57 PM,01/01/2016 07:11:39 PM,01/01/2016 07:14:00 PM,,,,Patient Declined Transport,01/01/2016 07:16:40 PM,500 Block of 5TH ST,San Francisco,94107,B03,08,2242,3,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,3,6,South of Market,160013238-RC1
160012362,63,16000369,01/01/2016,01/01/2016,01/01/2016 02:51:18 PM,01/01/2016 02:51:24 PM,01/01/2016 02:52:49 PM,01/01/2016 02:52:49 PM,01/01/2016 02:53:54 PM,,,Fire,01/01/2016 03:18:49 PM,1400 Block of NOE ST,San Francisco,94131,B06,11,5561,3,3,3,true,Fire,1,MEDIC,1,6,8,Noe Valley,160012362-63
160013821,E28,16000533,01/01/2016,01/01/2016,01/01/2016 10:33:47 PM,01/01/2016 10:34:17 PM,01/01/2016 10:34:45 PM,01/01/2016 10:36:45 PM,01/01/2016 10:37:55 PM,,,Code 3 Transport,01/01/2016 10:45:55 PM,1200 Block of COLUMBUS AVE,San Francisco,94133,B01,28,1525,3,E,3,false,Potentially Life-Threatening,1,ENGINE,1,1,3,North Beach,160013821-E28
160010685,T01,16000139,01/01/2016,12/31/2015,01/01/2016 02:35:27 AM,01/01/2016 02:36:50 AM,01/01/2016 02:38:07 AM,,,,,No Merit,01/01/2016 02:39:08 AM,0 Block of 6TH ST,San Francisco,94103,B02,01,2248,3,3,3,false,Potentially Life-Threatening,1,TRUCK,3,3,6,South of Market,160010685-T01
160011317,53,16000238,01/01/2016,12/31/2015,01/01/2016 07:53:37 AM,01/01/2016 07:54:00 AM,01/01/2016 07:54:37 AM,01/01/2016 07:54:51 AM,01/01/2016 07:58:27 AM,01/01/2016 08:19:48 AM,01/01/2016 08:38:17 AM,Code 2 Transport,01/01/2016 09:17:36 AM,300 Block of BAKER ST,San Francisco,94117,B05,21,4252,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,5,5,Lone Mountain/USF,160011317-53
160010348,KM11,16000063,01/01/2016,12/31/2015,01/01/2016 01:15:34 AM,01/01/2016 01:15:34 AM,01/01/2016 01:33:12 AM,01/01/2016 01:33:12 AM,01/01/2016 01:56:52 AM,,,Code 2 Transport,01/01/2016 02:49:31 AM,SACRAMENTO ST/DRUMM ST,San Francisco,94111,B99,13,1115,2,2,2,false,Non Life-threatening,1,PRIVATE,2,1,3,Financial District/South Beach,160010348-KM11
160013541,E21,16000503,01/01/2016,01/01/2016,01/01/2016 08:59:33 PM,01/01/2016 09:00:29 PM,01/01/2016 09:00:50 PM,01/01/2016 09:02:01 PM,01/01/2016 09:03:28 PM,,,Patient Declined Transport,01/01/2016 09:13:08 PM,1000 Block of HAIGHT ST,San Francisco,94117,B05,21,4246,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,5,5,Haight Ashbury,160013541-E21
160011237,67,16000225,01/01/2016,12/31/2015,01/01/2016 07:04:38 AM,01/01/2016 07:05:07 AM,01/01/2016 07:06:27 AM,01/01/2016 07:06:38 AM,,,,No Merit,01/01/2016 07:13:31 AM,CORTLAND AV/GATES ST,San Francisco,94110,B06,32,5726,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,6,9,Bernal Heights,160011237-67
160010140,91,16000022,01/01/2016,12/31/2015,01/01/2016 12:30:10 AM,01/01/2016 12:32:24 AM,01/01/2016 12:34:43 AM,01/01/2016 12:34:56 AM,01/01/2016 12:45:05 AM,01/01/2016 01:02:32 AM,01/01/2016 01:22:38 AM,Code 2 Transport,01/01/2016 01:59:47 AM,100 Block of CAMERON WAY,San Francisco,94124,B10,17,6573,2,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,160010140-91
160010739,SJ113,16000146,01/01/2016,12/31/2015,01/01/2016 02:47:17 AM,01/01/2016 02:49:34 AM,01/01/2016 02:52:00 AM,01/01/2016 02:53:52 AM,,,,Unable to Locate,01/01/2016 02:56:47 AM,2700 Block of 22ND ST,San Francisco,94110,B06,07,5474,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,6,9,Mission,160010739-SJ113
160010551,E36,16000112,01/01/2016,12/31/2015,01/01/2016 02:03:48 AM,01/01/2016 02:05:45 AM,01/01/2016 02:11:47 AM,01/01/2016 02:12:24 AM,01/01/2016 02:17:43 AM,,,No Merit,01/01/2016 02:25:45 AM,800 Block of MARKET ST,San Francisco,94103,B01,01,2247,2,2,2,true,Non Life-threatening,1,ENGINE,1,3,6,South of Market,160010551-E36
160012013,63,16000333,01/01/2016,01/01/2016,01/01/2016 01:10:48 PM,01/01/2016 01:10:48 PM,01/01/2016 01:11:18 PM,01/01/2016 01:11:56 PM,01/01/2016 01:12:24 PM,01/01/2016 01:41:59 PM,01/01/2016 01:56:33 PM,Code 2 Transport,01/01/2016 02:52:34 PM,HAYES ST/LAGUNA ST,San Francisco,94102,B02,36,3413,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,5,Hayes Valley,160012013-63
160010456,E06,16000090,01/01/2016,12/31/2015,01/01/2016 01:40:06 AM,01/01/2016 01:40:06 AM,01/01/2016 01:44:33 AM,01/01/2016 01:45:20 AM,,,,Code 2 Transport,01/01/2016 01:46:08 AM,1300 Block of BUSH ST,San Francisco,94109,B04,03,1636,2,2,2,true,Non Life-threatening,1,ENGINE,4,4,3,Nob Hill,160010456-E06
160012093,KM09,16000344,01/01/2016,01/01/2016,01/01/2016 01:33:46 PM,01/01/2016 01:34:36 PM,01/01/2016 01:36:15 PM,01/01/2016 01:36:41 PM,01/01/2016 01:41:02 PM,01/01/2016 01:48:33 PM,01/01/2016 02:12:35 PM,Code 2 Transport,01/01/2016 02:40:35 PM,POWELL ST/GEARY ST,San Francisco,94102,B03,01,1363,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,1,3,Financial District/South Beach,160012093-KM09
160013011,62,16000445,01/01/2016,01/01/2016,01/01/2016 06:06:54 PM,01/01/2016 06:10:18 PM,01/01/2016 06:33:20 PM,01/01/2016 06:33:28 PM,01/01/2016 06:44:46 PM,01/01/2016 07:17:24 PM,01/01/2016 07:44:03 PM,Code 2 Transport,01/01/2016 08:22:16 PM,5300 Block of DIAMOND HEIGHTS BLVD,San Francisco,94131,B06,26,8162,3,3,3,true,Alarm,1,MEDIC,2,6,8,Noe Valley,160013011-62
160012810,76,16000422,01/01/2016,01/01/2016,01/01/2016 05:04:53 PM,01/01/2016 05:04:53 PM,01/01/2016 05:06:06 PM,01/01/2016 05:06:32 PM,,,,Cancelled,01/01/2016 05:11:24 PM,4100 Block of 18TH ST,San Francisco,94114,B05,06,5415,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,5,8,Castro/Upper Market,160012810-76
160012088,T05,16000343,01/01/2016,01/01/2016,01/01/2016 01:31:07 PM,01/01/2016 01:33:02 PM,01/01/2016 01:33:25 PM,01/01/2016 01:34:35 PM,01/01/2016 01:35:47 PM,,,Fire,01/01/2016 01:39:08 PM,GOLDEN GATE AV/STEINER ST,San Francisco,94115,B05,05,3625,3,3,3,false,Alarm,1,TRUCK,2,5,5,Western Addition,160012088-T05
160010250,T02,16000044,01/01/2016,12/31/2015,01/01/2016 12:54:01 AM,01/01/2016 12:54:51 AM,01/01/2016 12:56:33 AM,01/01/2016 12:58:41 AM,01/01/2016 01:03:18 AM,,,Code 2 Transport,01/01/2016 01:06:09 AM,TAYLOR ST/BEACH ST,San Francisco,94133,B01,28,1433,3,3,3,false,Potentially Life-Threatening,1,TRUCK,2,1,3,North Beach,160010250-T02
160013821,RC1,16000533,01/01/2016,01/01/2016,01/01/2016 10:33:47 PM,01/01/2016 10:34:17 PM,01/01/2016 10:35:12 PM,01/01/2016 10:36:38 PM,01/01/2016 10:40:06 PM,,,Code 3 Transport,01/01/2016 11:33:16 PM,1200 Block of COLUMBUS AVE,San Francisco,94133,B01,28,1525,3,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,4,1,3,North Beach,160013821-RC1
160012262,SR1,16000359,01/01/2016,01/01/2016,01/01/2016 02:18:59 PM,01/01/2016 02:20:17 PM,01/01/2016 02:21:41 PM,01/01/2016 02:25:15 PM,,,,Fire,01/01/2016 03:16:36 PM,600 Block of POINT LOBOS AVE,San Francisco,94121,B07,34,7314,3,3,3,false,Fire,1,SUPPORT,13,7,1,Outer Richmond,160012262-SR1
160013790,72,16000528,01/01/2016,01/01/2016,01/01/2016 10:23:49 PM,01/01/2016 10:23:49 PM,01/01/2016 10:24:17 PM,01/01/2016 10:25:43 PM,01/01/2016 10:31:19 PM,01/01/2016 10:39:34 PM,01/01/2016 10:47:28 PM,Code 3 Transport,01/01/2016 11:28:08 PM,900 Block of ELLSWORTH ST,San Francisco,94110,B06,32,5645,A,E,3,true,Potentially Life-Threatening,1,MEDIC,5,6,9,Bernal Heights,160013790-72
160012034,52,16000335,01/01/2016,01/01/2016,01/01/2016 01:15:51 PM,01/01/2016 01:17:22 PM,01/01/2016 01:17:46 PM,01/01/2016 01:18:57 PM,01/01/2016 01:22:20 PM,01/01/2016 01:34:52 PM,01/01/2016 01:34:52 PM,Code 2 Transport,01/01/2016 02:29:51 PM,1700 Block of PALOU AVE,San Francisco,94124,B10,17,6471,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,10,10,Bayview Hunters Point,160012034-52
