standardCode,startPortionTopElevation,networkType,endPortionBuriedDepth,endPortionTopElevation,tubulationID,crossSection,NAME,startPortionBuriedDepth,locationRoad,startPointID,material,elementType,tubulationLength,endPointID
162101,0.0,WS,2.35,2.88,WS4454560014,400 mm?,WS4454560014,0.0,金滨路,WS4454560023,钢，碳钢,污水管-PVC,29.37,WS4454560024
162101,2.88,WS,2.4,2.74,WS4454560013,400 mm?,WS4454560013,2.35,金滨路,WS4454560024,钢，碳钢,污水管-PVC,30.3,WS4454560015
162101,1.74,WS,3,1.59,WS4464350001,800,WS4464350001,2.9,文松路,WS4464350001,钢，碳钢,污水管-PE,33,WS4464360001
162101,1.59,WS,2.9,1.76,WS4464360004,800,WS4464360004,3,文松路,WS4464360001,钢，碳钢,污水管-PE,73,WS4464360002
162101,1.76,WS,2.9,1.57,WS4464360003,800,WS4464360003,2.9,文松路,WS4464360002,钢，碳钢,污水管-PE,73,WS4464360003
162101,1.57,WS,2.97,1.48,WS4464360002,800,WS4464360002,2.9,文松路,WS4464360003,钢，碳钢,污水管-PE,50,WS4464360004
162101,1.48,WS,2.8,1.54,WS4464360001,800,WS4464360001,2.97,文松路,WS4464360004,钢，碳钢,污水管-PE,65,WS4464370001
162101,1.54,WS,2.8,1.52,WS4464370001,800,WS4464370001,2.8,文松路,WS4464370001,钢，碳钢,污水管-PE,77,WS4454370001
162101,0.0,WS,2.35,3.32,WS4464560015,300 mm?,WS4464560015,0.0,金滨路,WS4464560001,钢，碳钢,污水管-PVC,3.84,WS4464560002
162101,3.27,WS,2.42,3.02,WS4464560020,400 mm?,WS4464560020,2.4,金滨路,WS4464560002,钢，碳钢,污水管-PVC,30.44,WS4454560003
162101,3.44,WS,2.4,3.27,WS4464560023,400 mm?,WS4464560023,2.3,金滨路,WS4464560003,钢，碳钢,污水管-PVC,20.01,WS4464560002
162101,3.44,WS,2.3,3.44,WS4464560001,400 mm?,WS4464560001,2.3,金滨路,WS4464560004,钢，碳钢,污水管-PVC,4.2,WS4464560003
162101,3.35,WS,2.3,3.44,WS4464560022,400 mm?,WS4464560022,2.46,金滨路,WS4464560005,钢，碳钢,污水管-PVC,15.4,WS4464560004
162101,3.36,WS,2.46,3.35,WS4464560014,400 mm?,WS4464560014,2.46,金滨路,WS4464560006,钢，碳钢,污水管-PVC,3.7,WS4464560005
162101,0.0,WS,2.3,3.66,WS4464560012,300 mm?,WS4464560012,0.0,金滨路,WS4464560007,钢，碳钢,污水管-PVC,3.2,WS4464560009
162101,0.0,WS,2.46,3.36,WS4464560021,400 mm?,WS4464560021,0.0,金滨路,WS4464560008,钢，碳钢,污水管-PVC,15.7,WS4464560006
162101,3.62,WS,0.0,0.0,WS4464560013,400 mm?,WS4464560013,2.34,金滨路,WS4464560009,钢，碳钢,污水管-PVC,30.18,WS4464560008
162101,3.67,WS,2.34,3.62,WS4464560011,400 mm?,WS4464560011,2.38,金滨路,WS4464560010,钢，碳钢,污水管-PVC,30.18,WS4464560009
162101,0.0,WS,2.35,3.84,WS4464560004,300 mm?,WS4464560004,0.0,金滨路,WS4464560011,钢，碳钢,污水管-PVC,3.7,WS4464560022
162101,3.97,WS,0.0,0.0,WS4464560006,400 mm?,WS4464560006,2.18,金滨路,WS4464560012,钢，碳钢,污水管-PVC,31.6,WS4464560014
162101,3.69,WS,0.0,0.0,WS4464560009,400 mm?,WS4464560009,2.3,金滨路,WS4464560013,钢，碳钢,污水管-PVC,30.6,WS4464560015
162101,0.0,WS,2.22,3.77,WS4464560007,400 mm?,WS4464560007,0.0,金滨路,WS4464560014,钢，碳钢,污水管-PVC,29.31,WS4464560013
162101,0.0,WS,2.47,3.34,WS4464560010,400 mm?,WS4464560010,0.0,金滨路,WS4464560015,钢，碳钢,污水管-PVC,35.92,WS4464560018
162101,0.0,WS,2.42,3.22,WS4464560018,400 mm?,WS4464560018,0.0,金滨路,WS4464560016,钢，碳钢,污水管-PVC,27.7,WS4464560020
162101,3.33,WS,0.0,0.0,WS4464560017,400 mm?,WS4464560017,2.47,金滨路,WS4464560017,钢，碳钢,污水管-PVC,20.3,WS4464560016
162101,3.34,WS,2.47,3.33,WS4464560016,400 mm?,WS4464560016,2.47,金滨路,WS4464560018,钢，碳钢,污水管-PVC,2.6,WS4464560017
162101,0.0,WS,2.4,3.24,WS4464560019,300 mm?,WS4464560019,0.0,金滨路,WS4464560019,钢，碳钢,污水管-PVC,4.4,WS4464560020
162101,3.22,WS,2.41,3.14,WS4454560003,400 mm?,WS4454560003,2.42,金滨路,WS4464560020,钢，碳钢,污水管-PVC,30.16,WS4454560004
162101,3.74,WS,2.38,3.67,WS4464560008,400 mm?,WS4464560008,2.4,金滨路,WS4464560021,钢，碳钢,污水管-PVC,29.31,WS4464560010
162101,3.87,WS,2.4,3.74,WS4464560005,400 mm?,WS4464560005,2.32,金滨路,WS4464560022,钢，碳钢,污水管-PVC,30.04,WS4464560021
162101,4.08,WS,2.32,3.87,WS4464560003,400 mm?,WS4464560003,2.22,金滨路,WS4464560023,钢，碳钢,污水管-PVC,29.52,WS4464560022
162101,4.03,WS,2.22,4.08,WS4464560002,400 mm?,WS4464560002,2.35,金滨路,WS4464560024,钢，碳钢,污水管-PVC,29.55,WS4464560023
162101,4.15,WS,2.3,3.94,WS4464570001,400 mm?,WS4464570001,2.2,金滨路,WS4464570001,钢，碳钢,污水管-PVC,29.33,WS4464570002
162101,3.94,WS,2.18,3.97,WS4464570002,400 mm?,WS4464570002,2.3,金滨路,WS4464570002,钢，碳钢,污水管-PVC,29.31,WS4464560012
162101,0.0,WS,2.18,3.97,WS4464570003,300 mm?,WS4464570003,0.0,金滨路,WS4464570003,钢，碳钢,污水管-PVC,4.5,WS4464560012
162101,2.23,WS,2.14,2.29,WS4474340001,800,WS4474340001,2.18,文松路,WS4474340001,钢，碳钢,污水管-PVC,58,WS4474340002
162101,2.29,WS,2.19,2.31,WS4474340002,800,WS4474340002,2.14,文松路,WS4474340002,钢，碳钢,污水管-PVC,51,WS4474340003
162101,2.31,WS,2.26,2.3,WS4474340003,800,WS4474340003,2.19,文松路,WS4474340003,钢，碳钢,污水管-PVC,121,WS4474350002
162101,1.8,WS,2.9,1.74,WS4464350002,800,WS4464350002,2.86,文松路,WS4474350001,钢，碳钢,污水管-PE,66,WS4464350001
162101,2.3,WS,2.22,2.36,WS4474350001,800,WS4474350001,2.26,文松路,WS4474350002,钢，碳钢,污水管-PVC,41,WS4474350003
162101,2.36,WS,2.17,2.41,WS4474350002,800,WS4474350002,2.22,文松路,WS4474350003,钢，碳钢,污水管-PVC,43,WS4474350004
162101,2.41,WS,2.11,2.45,WS4474350003,800,WS4474350003,2.17,文松路,WS4474350004,钢，碳钢,污水管-PVC,6,WS4474350005
162101,2.45,WS,2.07,3.08,WS4474350004,800,WS4474350004,2.11,文松路,WS4474350005,钢，碳钢,污水管-PVC,6,WS4474350006
162101,3.08,WS,2.1,2.56,WS4474350005,800,WS4474350005,2.07,文松路,WS4474350006,钢，碳钢,污水管-PVC,30,WS4474350001
162101,0.0,WS,2.4,4.09,WS4474560001,300 mm?,WS4474560001,0.0,金滨路,WS4474560001,钢，碳钢,污水管-PVC,4.3,WS4474560002
162101,4.09,WS,2.35,4.03,WS4474560003,400 mm?,WS4474560003,2.4,金滨路,WS4474560002,钢，碳钢,污水管-PVC,30.95,WS4464560024
162101,4.15,WS,2.4,4.09,WS4474560002,400 mm?,WS4474560002,2.42,金滨路,WS4474560003,钢，碳钢,污水管-PVC,29.49,WS4474560002
162101,0.0,WS,2.4,4.64,WS4474570002,300 mm?,WS4474570002,0.0,金滨路,WS4474570001,钢，碳钢,污水管-PVC,4.2,WS4474570002
162101,4.59,WS,2.45,4.59,WS4474570019,400 mm?,WS4474570019,2.45,金滨路,WS4474570002,钢，碳钢,污水管-PVC,29.28,WS4474570007
162101,4.68,WS,2.45,4.59,WS4474570001,400 mm?,WS4474570001,2.5,金滨路,WS4474570003,钢，碳钢,污水管-PVC,29.34,WS4474570020
162101,4.66,WS,2.45,4.59,WS4474570018,400 mm?,WS4474570018,2.46,金滨路,WS4474570004,钢，碳钢,污水管-PVC,29.44,WS4474570002
162101,4.12,WS,2.36,4.09,WS4474570014,400 mm?,WS4474570014,2.33,金滨路,WS4474570005,钢，碳钢,污水管-PVC,29.59,WS4474570012
162101,4.39,WS,2.43,4.31,WS4474570013,400 mm?,WS4474570013,2.46,金滨路,WS4474570006,钢，碳钢,污水管-PVC,30.53,WS4474570009
162101,4.59,WS,2.46,4.39,WS4474570020,400 mm?,WS4474570020,2.45,金滨路,WS4474570007,钢，碳钢,污水管-PVC,32.26,WS4474570006
162101,0.0,WS,2.4,4.34,WS4474570012,300 mm?,WS4474570012,0.0,金滨路,WS4474570008,钢，碳钢,污水管-PVC,3.14,WS4474570009
162101,4.31,WS,2.45,4.21,WS4474570011,400 mm?,WS4474570011,2.43,金滨路,WS4474570009,钢，碳钢,污水管-PVC,29.56,WS4474570010
162101,4.21,WS,2.42,4.15,WS4474570021,400 mm?,WS4474570021,2.45,金滨路,WS4474570010,钢，碳钢,污水管-PVC,29.51,WS4474560003
162101,4.3,WS,2.33,4.12,WS4474570008,400 mm?,WS4474570008,2.35,金滨路,WS4474570011,钢，碳钢,污水管-PVC,29.47,WS4474570005
162101,4.09,WS,2.2,4.15,WS4474570015,400 mm?,WS4474570015,2.36,金滨路,WS4474570012,钢，碳钢,污水管-PVC,29.71,WS4464570001
162101,1.62,WS,2.36,4.09,WS4474570016,300 mm?,WS4474570016,2.5,金滨路,WS4474570013,钢，碳钢,污水管-PVC,6.62,WS4474570012
162101,4.53,WS,2.35,4.36,WS4474570010,300 mm?,WS4474570010,2.5,金滨路,WS4474570014,钢，碳钢,污水管-PVC,6.18,WS4474570016
162101,5.38,WS,2.35,4.59,WS4474570004,300 mm?,WS4474570004,1.87,金滨路,WS4474570015,钢，碳钢,污水管-PVC,6.16,WS4474570019
162101,4.36,WS,2.35,4.3,WS4474570009,400 mm?,WS4474570009,2.35,金滨路,WS4474570016,钢，碳钢,污水管-PVC,31.41,WS4474570011
162101,4.4,WS,2.35,4.36,WS4474570007,400 mm?,WS4474570007,2.42,金滨路,WS4474570017,钢，碳钢,污水管-PVC,29.47,WS4474570016
162101,4.55,WS,2.42,4.4,WS4474570006,400 mm?,WS4474570006,2.3,金滨路,WS4474570018,钢，碳钢,污水管-PVC,29.47,WS4474570017
162101,4.54,WS,2.3,4.55,WS4474570005,400 mm?,WS4474570005,2.4,金滨路,WS4474570019,钢，碳钢,污水管-PVC,30.73,WS4474570018
162101,4.59,WS,2.4,4.54,WS4474570003,400 mm?,WS4474570003,2.45,金滨路,WS4474570020,钢，碳钢,污水管-PVC,30.51,WS4474570019
162101,2.22,WS,2.15,2.28,WS4484320004,800,WS4484320004,2.17,文松路,WS4484320001,钢，碳钢,污水管-PVC,44,WS4484320002
162101,2.28,WS,2.12,2.29,WS4484320001,800,WS4484320001,2.15,文松路,WS4484320002,钢，碳钢,污水管-PVC,19,WS4484320003
162101,2.29,WS,1.97,2.4,WS4484320002,800,WS4484320002,2.12,文松路,WS4484320003,钢，碳钢,污水管-PVC,25,WS4484320004
162101,2.4,WS,2.2,2.18,WS4484320003,800,WS4484320003,1.97,文松路,WS4484320004,钢，碳钢,污水管-PVC,25,WS4484330001
162101,2.18,WS,2.14,2.22,WS4484330001,800,WS4484330001,2.2,文松路,WS4484330001,钢，碳钢,污水管-PVC,31,WS4484330002
162101,2.22,WS,2.1,2.24,WS4484330002,800,WS4484330002,2.14,文松路,WS4484330002,钢，碳钢,污水管-PVC,77,WS4484330003
162101,2.24,WS,2.12,2.23,WS4484330003,800,WS4484330003,2.1,文松路,WS4484330003,钢，碳钢,污水管-PVC,65,WS4484330004
162101,2.23,WS,2.11,2.3,WS4484330004,800,WS4484330004,2.12,文松路,WS4484330004,钢，碳钢,污水管-PVC,66,WS4484330005
162101,2.3,WS,2.15,2.27,WS4484330005,800,WS4484330005,2.11,文松路,WS4484330005,钢，碳钢,污水管-PVC,41,WS4484340001
162101,2.27,WS,2.18,2.23,WS4484340001,800,WS4484340001,2.15,文松路,WS4484340001,钢，碳钢,污水管-PVC,65,WS4474340001
162101,5.92,WS,2.53,5.6,WS4484560001,300 mm?,WS4484560001,2.08,金滨路,WS4484560001,钢，碳钢,污水管-PVC,50.45,WS4484570015
162101,6.05,WS,2.08,5.92,WS4484560002,300 mm?,WS4484560002,1.9,金滨路,WS4484560002,钢，碳钢,污水管-PVC,55.91,WS4484560001
162101,6.42,WS,1.9,6.05,WS4484560003,300 mm?,WS4484560003,1.52,金滨路,WS4484560003,钢，碳钢,污水管-PVC,71.43,WS4484560002
162101,4.94,WS,2.45,4.82,WS4484570024,400 mm?,WS4484570024,2.46,金滨路,WS4484570001,钢，碳钢,污水管-PVC,29.57,WS4484570017
162101,4.97,WS,2.46,4.94,WS4484570014,400 mm?,WS4484570014,2.55,金滨路,WS4484570002,钢，碳钢,污水管-PVC,29.53,WS4484570001
162101,0.0,WS,1.6,6.07,WS4484570023,300 mm?,WS4484570023,0.0,金滨路,WS4484570003,钢，碳钢,污水管-PVC,29.51,WS4484570019
162101,6.32,WS,0.0,0.0,WS4484570022,300 mm?,WS4484570022,1.75,金滨路,WS4484570004,钢，碳钢,污水管-PVC,29.51,WS4484570003
162101,6.24,WS,1.75,6.32,WS4484570021,300 mm?,WS4484570021,1.76,金滨路,WS4484570005,钢，碳钢,污水管-PVC,29.83,WS4484570004
162101,6.55,WS,1.76,6.24,WS4484570020,300 mm?,WS4484570020,1.91,金滨路,WS4484570006,钢，碳钢,污水管-PVC,30.18,WS4484570005
162101,6.29,WS,1.6,6.1,WS4484570007,300 mm?,WS4484570007,1.57,金滨路,WS4484570007,钢，碳钢,污水管-PVC,30.19,WS4484570018
162101,6.26,WS,1.57,6.29,WS4484570006,300 mm?,WS4484570006,1.82,金滨路,WS4484570008,钢，碳钢,污水管-PVC,29.76,WS4484570007
162101,6.39,WS,1.82,6.26,WS4484570005,300 mm?,WS4484570005,1.85,金滨路,WS4484570009,钢，碳钢,污水管-PVC,29.72,WS4484570008
162101,6.67,WS,1.85,6.39,WS4484570004,300 mm?,WS4484570004,1.76,金滨路,WS4484570010,钢，碳钢,污水管-PVC,29.73,WS4484570009
162101,4.94,WS,2.4,4.8,WS4484570019,300 mm?,WS4484570019,2.65,金滨路,WS4484570011,钢，碳钢,污水管-PVC,6.04,WS4484570012
162101,4.75,WS,2.5,4.68,WS4484570002,400 mm?,WS4484570002,2.45,金滨路,WS4484570012,钢，碳钢,污水管-PVC,30.42,WS4474570003
162101,0.0,WS,2.42,4.85,WS4484570015,300 mm?,WS4484570015,0.0,金滨路,WS4484570013,钢，碳钢,污水管-PVC,4.16,WS4484570017
162101,4.96,WS,2.5,4.89,WS4484570017,400 mm?,WS4484570017,2.55,金滨路,WS4484570014,钢，碳钢,污水管-PVC,29.55,WS4484570025
162101,5.6,WS,2.33,5.4,WS4484570010,300 mm?,WS4484570010,2.53,金滨路,WS4484570015,钢，碳钢,污水管-PVC,67.88,WS4484570020
162101,4.76,WS,2.46,4.66,WS4474570017,400 mm?,WS4474570017,2.45,金滨路,WS4484570016,钢，碳钢,污水管-PVC,29.39,WS4474570004
162101,4.82,WS,2.45,4.76,WS4484570025,400 mm?,WS4484570025,2.45,金滨路,WS4484570017,钢，碳钢,污水管-PVC,30.8,WS4484570016
162101,5.06,WS,2.55,4.96,WS4484570016,400 mm?,WS4484570016,2.64,金滨路,WS4484570018,钢，碳钢,污水管-PVC,30.59,WS4484570014
162101,5.07,WS,2.55,4.97,WS4484570013,400 mm?,WS4484570013,2.6,金滨路,WS4484570019,钢，碳钢,污水管-PVC,29.6,WS4484570002
162101,5.2,WS,2.5,5.17,WS4484570011,300 mm?,WS4484570011,2.53,金滨路,WS4484570020,钢，碳钢,污水管-PVC,17.32,WS4484570019
162101,6.44,WS,1.75,6.49,WS4484570003,300 mm?,WS4484570003,1.81,金滨路,WS4484570021,钢，碳钢,污水管-PVC,4.9,WS4484570009
162101,5.33,WS,2.5,5.2,WS4484570008,300 mm?,WS4484570008,2.4,金滨路,WS4484570022,钢，碳钢,污水管-PVC,6.64,WS4484570018
162101,8.06,WS,1.2,6.47,WS4484570012,150 mm?,WS4484570012,0.0,金滨路,WS4484570023,钢，碳钢,污水管-PVC,11.24,WS4484570019
162101,6.78,WS,1.56,6.44,WS4484570009,300 mm?,WS4484570009,1.72,金滨路,WS4484570024,钢，碳钢,污水管-PVC,5.28,WS4484570005
162101,4.89,WS,2.45,4.75,WS4484570018,400 mm?,WS4484570018,2.5,金滨路,WS4484570025,钢，碳钢,污水管-PVC,29.51,WS4484570012
162101,2.2,WS,2.08,2.15,WS4494310003,800,WS4494310003,2.04,文松路,WS4494310001,钢，碳钢,污水管-PVC,66,WS4494310005
162101,2.54,WS,2.04,2.2,WS4494310002,800,WS4494310002,1.99,文松路,WS4494310002,钢，碳钢,污水管-PVC,57,WS4494310001
162101,2.43,WS,2.08,2.34,WS4494310008,800,WS4494310008,2,文松路,WS4494310004,钢，碳钢,污水管-钢,13,WS4494310008
162101,2.15,WS,2.06,2.29,WS4494310004,800,WS4494310004,2.08,文松路,WS4494310005,钢，碳钢,污水管-PVC,65,WS4494320001
162101,2.17,WS,2.15,2.27,WS4494310010,800,WS4494310010,2.25,文松路,WS4494310006,钢，碳钢,污水管-钢,7,WS4494310007
162101,2.31,WS,1.99,2.54,WS4494310007,800,WS4494310007,2.11,文松路,WS4494310009,钢，碳钢,污水管-PVC,50,WS4494310002
162101,2.29,WS,2.11,2.23,WS4494320001,800,WS4494320001,2.06,文松路,WS4494320001,钢，碳钢,污水管-PVC,65,WS4494320002
162101,2.23,WS,2.17,2.22,WS4494320002,800,WS4494320002,2.11,文松路,WS4494320002,钢，碳钢,污水管-PVC,49,WS4484320001
162101,6.62,WS,1.91,6.55,WS4494570002,300 mm?,WS4494570002,2.09,金滨路,WS4494570001,钢，碳钢,污水管-PVC,30.43,WS4484570006
162101,0.0,WS,2.09,6.62,WS4494570003,300 mm?,WS4494570003,0.0,金滨路,WS4494570002,钢，碳钢,污水管-PVC,13.9,WS4494570001
162101,0.0,WS,1.65,6.82,WS4494570001,300 mm?,WS4494570001,0.0,金滨路,WS4494570003,钢，碳钢,污水管-PVC,14.2,WS4494570004
162101,6.82,WS,1.76,6.67,WS4484570001,300 mm?,WS4484570001,1.65,金滨路,WS4494570004,钢，碳钢,污水管-PVC,29.84,WS4484570010
162101,0.0,WS,0.0,0.0,WS4504300011,1000,WS4504300011,0.0,文松路,WS4504290001,钢，碳钢,污水管-砼,114,WS4504300008
162101,2.45,WS,1.89,2.48,WS4504300010,800,WS4504300010,1.9,文松路,WS4504300001,钢，碳钢,污水管-钢,15,WS4504300009
162101,2.45,WS,1.86,2.51,WS4504300002,800,WS4504300002,1.9,文松路,WS4504300001,钢，碳钢,污水管-PVC,14,WS4504300003
162101,0.0,WS,1.9,2.45,WS4504300001,800,WS4504300001,0.0,文松路,WS4504300002,钢，碳钢,污水管-PVC,6,WS4504300001
162101,2.51,WS,1.88,2.48,WS4504300003,800,WS4504300003,1.86,文松路,WS4504300003,钢，碳钢,污水管-PVC,49,WS4504300005
162101,2.44,WS,2,2.43,WS4504310001,800,WS4504310001,1.93,文松路,WS4504300004,钢，碳钢,污水管-PVC,63,WS4494310004
162101,2.48,WS,1.93,2.44,WS4504300004,800,WS4504300004,1.88,文松路,WS4504300005,钢，碳钢,污水管-PVC,57,WS4504300004
162101,-0.95,WS,0.0,0.0,WS4504300005,1000,WS4504300005,5.12,文松路,WS4504300006,钢，碳钢,污水管-砼,2,WS4504300007
162101,0.0,WS,5.12,-0.95,WS4504300006,1000,WS4504300006,0.0,文松路,WS4504300008,钢，碳钢,污水管-砼,5,WS4504300006
162101,2.48,WS,1.88,2.51,WS4504300009,800,WS4504300009,1.89,文松路,WS4504300009,钢，碳钢,污水管-钢,49,WS4504300010
162101,2.51,WS,1.92,2.48,WS4504300008,800,WS4504300008,1.88,文松路,WS4504300010,钢，碳钢,污水管-钢,32,WS4504300011
162101,2.48,WS,2,2.36,WS4504300007,800,WS4504300007,1.92,文松路,WS4504300011,钢，碳钢,污水管-钢,49,WS4504310001
162101,2.36,WS,2.25,2.17,WS4494310011,800,WS4494310011,2,文松路,WS4504310001,钢，碳钢,污水管-钢,47,WS4494310006
162101,5.58,WS,0.0,0.0,WS4564390001,600 mm?,WS4564390001,3.9,滨江滨海路,WS4564400001,钢，碳钢,污水管-砼,70.4,WS4564390001
162101,5.88,WS,2.42,6.27,WS4574400001,400 mm?,WS4574400001,2.72,滨江滨海路,WS4564400002,钢，碳钢,污水管-PVC,30.86,WS4574400002
162101,5.48,WS,3.01,5.68,WS4574400002,400 mm?,WS4574400002,3.3,滨江滨海路,WS4574400001,钢，碳钢,污水管-PVC,17.21,WS4574400002
162101,5.51,WS,3.9,5.58,WS4564400001,600 mm?,WS4564400001,3.18,滨江滨海路,WS4574400002,钢，碳钢,污水管-砼,35.7,WS4564400001
162101,1.54,WS,3.9,1.36,WS4434510001,400 mm?,WS4434510001,3.3,湖文路,WS4574410001,钢，碳钢,污水管-铸铁,43.45,WS4434520010
162101,1.49,WS,2.9,1.49,WS4424510003,400 mm?,WS4424510003,3.08,湖文路,WS4574410002,钢，碳钢,污水管-铸铁,38.01,WS4574410004
162101,0.55,WS,3.08,1.49,WS4424510004,400 mm?,WS4424510004,3.04,湖文路,WS4574410003,钢，碳钢,污水管-铸铁,7,WS4574410002
162101,1.49,WS,3.1,1.41,WS4424510002,400 mm?,WS4424510002,2.9,湖文路,WS4574410004,钢，碳钢,污水管-铸铁,36.72,WS4424510015
162101,1.68,WS,3.08,1.49,WS4424510005,400 mm?,WS4424510005,3,湖文路,WS4574410005,钢，碳钢,污水管-铸铁,38.27,WS4574410002
162101,0.76,WS,7.7,-2.83,WS4424510006,400 mm?,WS4424510006,3.85,湖文路,WS4574410006,钢，碳钢,污水管-铸铁,43.44,WS4424500016
162101,1.64,WS,3,1.51,WS4424510014,400 mm?,WS4424510014,2.54,湖文路,WS4574410007,钢，碳钢,污水管-铸铁,6.93,WS4424510015
162101,0.31,WS,4.45,0.28,WS4424520005,500 mm?,WS4424520005,4.8,悦湖路,WS4574410008,钢，碳钢,污水管-铸铁,18.9,WS4424510011
162101,1.54,WS,3.3,1.54,WS4434510002,400 mm?,WS4434510002,3.23,湖文路,WS4574410009,钢，碳钢,污水管-铸铁,25.27,WS4574410001
162101,1.41,WS,3.23,1.54,WS4434510003,400 mm?,WS4434510003,3.23,湖文路,WS4574410010,钢，碳钢,污水管-铸铁,7.01,WS4574410009
162101,1.27,WS,3.37,1.13,WS4444530004,400 mm?,WS4444530004,3.27,湖文路,WS4574410012,钢，碳钢,污水管-铸铁,6.9,WS4574410013
162101,1.13,WS,0.0,0.0,WS4434530001,400 mm?,WS4434530001,3.37,湖文路,WS4574410013,钢，碳钢,污水管-铸铁,19.45,WS4434530003
162201,1.62,YS,3.46,1.72,YS4444530016,1000 mm?,YS4444530016,3.14,湖文路,WS4574410014,钢，碳钢,雨水管-砼,35.36,YS4444530011
162101,2.28,WS,2.3,2.29,WS4454550019,400 mm?,WS4454550019,2.5,漳江路,WS4574410015,钢，碳钢,污水管-铸铁,36.61,WS4574410024
162101,2.38,WS,2.5,2.28,WS4454550020,400 mm?,WS4454550020,2.73,漳江路,WS4574410016,钢，碳钢,污水管-铸铁,9.48,WS4574410015
162101,1.82,WS,3.3,1.74,WS4444550013,400 mm?,WS4444550013,2.95,漳江路,WS4574410017,钢，碳钢,污水管-铸铁,18.99,WS4574410018
162101,1.74,WS,3.95,1.39,WS4454550030,400 mm?,WS4454550030,3.3,漳江路,WS4574410018,钢，碳钢,污水管-铸铁,23.12,WS4444540005
162101,2.36,WS,2.3,2.35,WS4454550032,400 mm?,WS4454550032,2.35,漳江路,WS4574410019,钢，碳钢,污水管-铸铁,37.49,WS4444550011
162101,2.49,WS,2.35,2.36,WS4454550033,400 mm?,WS4454550033,2.35,漳江路,WS4574410020,钢，碳钢,污水管-铸铁,19.09,WS4574410019
162101,2.19,WS,2.95,1.82,WS4444550012,400 mm?,WS4444550012,2.53,漳江路,WS4574410021,钢，碳钢,污水管-铸铁,37.56,WS4574410017
162101,2.42,WS,2.53,2.19,WS4444550011,400 mm?,WS4444550011,2.43,漳江路,WS4574410022,钢，碳钢,污水管-铸铁,25.07,WS4574410021
162101,2.22,WS,2.43,2.42,WS4454550017,400 mm?,WS4454550017,2.73,漳江路,WS4574410023,钢，碳钢,污水管-铸铁,3.44,WS4574410022
162101,2.29,WS,2.43,2.42,WS4454550018,400 mm?,WS4454550018,2.3,漳江路,WS4574410024,钢，碳钢,污水管-铸铁,5.8,WS4574410022
162101,2.35,WS,2.14,2.38,WS4454550015,400 mm?,WS4454550015,2.2,漳江路,WS4574410026,钢，碳钢,污水管-铸铁,4.33,WS4574410029
162101,2.87,WS,2.14,2.38,WS4454550016,400 mm?,WS4454550016,2.04,漳江路,WS4574410027,钢，碳钢,污水管-铸铁,6.17,WS4574410029
162101,2.5,WS,2.14,2.38,WS4454550028,400 mm?,WS4454550028,2.12,漳江路,WS4574410028,钢，碳钢,污水管-铸铁,31.08,WS4574410029
162101,2.38,WS,2,2.37,WS4454550027,400 mm?,WS4454550027,2.14,漳江路,WS4574410029,钢，碳钢,污水管-铸铁,31.15,WS4574410030
162101,2.37,WS,2.08,2.24,WS4454550026,400 mm?,WS4454550026,2,漳江路,WS4574410030,钢，碳钢,污水管-铸铁,31.52,WS4574410031
162101,2.24,WS,2.1,2.34,WS4454550025,400 mm?,WS4454550025,2.08,漳江路,WS4574410031,钢，碳钢,污水管-铸铁,18.91,WS4574410032
162101,2.34,WS,2.52,2.34,WS4454550041,400 mm?,WS4454550041,2.1,漳江路,WS4574410032,钢，碳钢,污水管-铸铁,32.85,WS4444560015
162101,1.66,WS,0.0,0.0,WS4454550039,400 mm?,WS4454550039,3.42,湖文路,WS4574410036,钢，碳钢,污水管-铸铁,20.25,WS4404480001
162101,1.69,WS,2.93,1.55,WS4414480010,400 mm?,WS4414480010,2.82,湖文路,WS4574410038,钢，碳钢,污水管-铸铁,37.26,WS4414480009
162101,1.69,WS,3.42,1.66,WS4454550037,400 mm?,WS4454550037,2.82,湖文路,WS4574410038,钢，碳钢,污水管-铸铁,35.11,WS4404480005
162101,0.57,WS,4.5,0.51,WS4424520009,500 mm?,WS4424520009,4.45,悦湖路,WS4574410039,钢，碳钢,污水管-铸铁,31.36,WS4424520004
162101,0.17,WS,4.45,0.57,WS4454550066,500 mm?,WS4454550066,4.9,悦湖路,WS4574410040,钢，碳钢,污水管-铸铁,9.92,WS4574410039
162101,2.3,WS,2.43,2.11,WS4444560016,400 mm?,WS4444560016,2.45,漳江路,WS4574410041,钢，碳钢,污水管-PVC,27.68,WS4574410043
162101,2.24,WS,2.45,2.3,WS4454550047,400 mm?,WS4454550047,2.53,漳江路,WS4574410042,钢，碳钢,污水管-PVC,31.57,WS4574410041
162101,2.54,WS,2.35,2.49,WS4454550034,400 mm?,WS4454550034,2,漳江路,WS4574410043,钢，碳钢,污水管-铸铁,32.24,WS4574410020
162101,2.11,WS,2.4,2.16,WS4444560015,400 mm?,WS4444560015,2.43,漳江路,WS4574410043,钢，碳钢,污水管-PVC,27.62,WS4444550013
162101,0.39,WS,4.07,0.22,WS4434510012,400 mm?,WS4434510012,3.7,悦湖路,WS4574410044,钢，碳钢,污水管-铸铁,23.54,WS4434510003
162101,-3.7,WS,0.0,0.0,WS4454550014,1200 mm?,WS4454550014,8.5,悦湖路,WS4574410045,钢，碳钢,污水管-铸铁,46.89,WS4434510008
